#      x          Cp  
     1.00000    0.08777
     0.99062    0.07509
     0.97870    0.05696
     0.96541    0.03805
     0.95072    0.01832
     0.93479   -0.00167
     0.91805   -0.02132
     0.90091   -0.04024
     0.88357   -0.05841
     0.86606   -0.07588
     0.84841   -0.09270
     0.83065   -0.10887
     0.81285   -0.12451
     0.79502   -0.13974
     0.77718   -0.15469
     0.75932   -0.16939
     0.74146   -0.18392
     0.72360   -0.19833
     0.70573   -0.21267
     0.68788   -0.22702
     0.67003   -0.24137
     0.65220   -0.25564
     0.63437   -0.26978
     0.61654   -0.28389
     0.59872   -0.29816
     0.58091   -0.31275
     0.56312   -0.32752
     0.54535   -0.34230
     0.52759   -0.35707
     0.50984   -0.37205
     0.49211   -0.38766
     0.47445   -0.40381
     0.45686   -0.41972
     0.43930   -0.43440
     0.42173   -0.44809
     0.40416   -0.46216
     0.38668   -0.47882
     0.36942   -0.49508
     0.35239   -0.50527
     0.33552   -0.50077
     0.31872   -0.49174
     0.30188   -0.49188
     0.28494   -0.51895
     0.26785   -0.55214
     0.25069   -0.58406
     0.23361   -0.65805
     0.21675   -0.84461
     0.20017   -0.97115
     0.18395   -0.99475
     0.16817   -1.01892
     0.15291   -1.04636
     0.13828   -1.07973
     0.12436   -1.12127
     0.11128   -1.17149
     0.09913   -1.23027
     0.08797   -1.29507
     0.07782   -1.36164
     0.06865   -1.42661
     0.06043   -1.48534
     0.05308   -1.53623
     0.04652   -1.57982
     0.04067   -1.61386
     0.03544   -1.63523
     0.03077   -1.64405
     0.02657   -1.64153
     0.02281   -1.62293
     0.01944   -1.58644
     0.01642   -1.53304
     0.01373   -1.46041
     0.01134   -1.36698
     0.00922   -1.25136
     0.00735   -1.11329
     0.00569   -0.95983
     0.00425   -0.80501
     0.00303   -0.65123
     0.00202   -0.49215
     0.00122   -0.32529
     0.00063   -0.14897
     0.00023    0.03635
     0.00003    0.23038
     0.00003    0.42981
     0.00023    0.61289
     0.00063    0.76143
     0.00122    0.87245
     0.00202    0.94733
     0.00303    0.98961
     0.00425    1.00320
     0.00569    0.99247
     0.00735    0.96114
     0.00922    0.91372
     0.01134    0.85375
     0.01373    0.78523
     0.01642    0.71068
     0.01944    0.63312
     0.02281    0.55450
     0.02657    0.47749
     0.03077    0.40365
     0.03544    0.33268
     0.04067    0.26624
     0.04652    0.20599
     0.05308    0.15143
     0.06043    0.10193
     0.06865    0.05922
     0.07782    0.02444
     0.08797   -0.00445
     0.09913   -0.02747
     0.11128   -0.04422
     0.12436   -0.05504
     0.13828   -0.06204
     0.15291   -0.06533
     0.16817   -0.06516
     0.18395   -0.06260
     0.20017   -0.05840
     0.21675   -0.05283
     0.23361   -0.04633
     0.25069   -0.03969
     0.26785   -0.03392
     0.28494   -0.02511
     0.30188   -0.01840
     0.31872   -0.02278
     0.33552   -0.03463
     0.35239   -0.04694
     0.36942   -0.05243
     0.38668   -0.05359
     0.40416   -0.05321
     0.42173   -0.05306
     0.43930   -0.05248
     0.45686   -0.05091
     0.47445   -0.04822
     0.49211   -0.04485
     0.50984   -0.04122
     0.52759   -0.03743
     0.54535   -0.03337
     0.56312   -0.02894
     0.58091   -0.02415
     0.59872   -0.01906
     0.61654   -0.01373
     0.63437   -0.00809
     0.65220   -0.00206
     0.67003    0.00442
     0.68788    0.01130
     0.70573    0.01855
     0.72360    0.02610
     0.74146    0.03384
     0.75932    0.04160
     0.77718    0.04912
     0.79502    0.05611
     0.81285    0.06233
     0.83065    0.06774
     0.84841    0.07254
     0.86606    0.07654
     0.88357    0.07973
     0.90091    0.08219
     0.91805    0.08403
     0.93479    0.08535
     0.95072    0.08626
     0.96541    0.08686
     0.97870    0.08724
     0.99062    0.08750
     1.00000    0.08777
