#      x          Cp  
     1.00000    0.08560
     0.99062    0.08033
     0.97870    0.07295
     0.96541    0.06395
     0.95072    0.05308
     0.93479    0.04028
     0.91805    0.02576
     0.90091    0.00983
     0.88357   -0.00732
     0.86606   -0.02558
     0.84841   -0.04485
     0.83065   -0.06499
     0.81285   -0.08587
     0.79502   -0.10740
     0.77718   -0.12951
     0.75932   -0.15214
     0.74146   -0.17526
     0.72360   -0.19882
     0.70573   -0.22281
     0.68788   -0.24723
     0.67003   -0.27203
     0.65220   -0.29720
     0.63437   -0.32271
     0.61654   -0.34861
     0.59872   -0.37501
     0.58091   -0.40200
     0.56312   -0.42957
     0.54535   -0.45767
     0.52759   -0.48634
     0.50984   -0.51575
     0.49211   -0.54618
     0.47445   -0.57760
     0.45686   -0.60960
     0.43930   -0.64167
     0.42173   -0.67406
     0.40416   -0.70770
     0.38668   -0.74394
     0.36942   -0.78079
     0.35239   -0.81429
     0.33552   -0.83896
     0.31872   -0.86179
     0.30188   -0.89382
     0.28494   -0.95063
     0.26785   -1.01974
     0.25069   -1.08992
     0.23361   -1.16967
     0.21675   -1.25822
     0.20017   -1.35504
     0.18395   -1.46040
     0.16817   -1.57507
     0.15291   -1.69866
     0.13828   -1.82933
     0.12436   -1.96777
     0.11128   -2.12198
     0.09913   -2.32128
     0.08797   -2.66725
     0.07782   -3.29198
     0.06865   -3.79364
     0.06043   -3.82471
     0.05308   -3.85379
     0.04652   -3.88634
     0.04067   -3.92832
     0.03544   -3.98721
     0.03077   -4.07108
     0.02657   -4.18326
     0.02281   -4.32214
     0.01944   -4.47690
     0.01642   -4.62479
     0.01373   -4.74717
     0.01134   -4.83270
     0.00922   -4.87472
     0.00735   -4.87105
     0.00569   -4.83290
     0.00425   -4.78770
     0.00303   -4.74003
     0.00202   -4.66978
     0.00122   -4.56098
     0.00063   -4.39480
     0.00023   -4.14823
     0.00003   -3.78664
     0.00003   -3.26989
     0.00023   -2.65790
     0.00063   -2.05060
     0.00122   -1.48633
     0.00202   -0.98403
     0.00303   -0.54999
     0.00425   -0.18568
     0.00569    0.11035
     0.00735    0.35056
     0.00922    0.54585
     0.01134    0.70051
     0.01373    0.81811
     0.01642    0.90327
     0.01944    0.95962
     0.02281    0.99164
     0.02657    1.00303
     0.03077    0.99771
     0.03544    0.97876
     0.04067    0.94933
     0.04652    0.91158
     0.05308    0.86818
     0.06043    0.82030
     0.06865    0.77044
     0.07782    0.72044
     0.08797    0.67123
     0.09913    0.62395
     0.11128    0.58000
     0.12436    0.54016
     0.13828    0.50399
     0.15291    0.47187
     0.16817    0.44399
     0.18395    0.41973
     0.20017    0.39857
     0.21675    0.38030
     0.23361    0.36457
     0.25069    0.35061
     0.26785    0.33734
     0.28494    0.32892
     0.30188    0.32070
     0.31872    0.30275
     0.33552    0.27889
     0.35239    0.25565
     0.36942    0.23921
     0.38668    0.22713
     0.40416    0.21667
     0.42173    0.20602
     0.43930    0.19575
     0.45686    0.18651
     0.47445    0.17853
     0.49211    0.17136
     0.50984    0.16455
     0.52759    0.15792
     0.54535    0.15163
     0.56312    0.14577
     0.58091    0.14033
     0.59872    0.13518
     0.61654    0.13019
     0.63437    0.12541
     0.65220    0.12092
     0.67003    0.11678
     0.68788    0.11293
     0.70573    0.10929
     0.72360    0.10582
     0.74146    0.10252
     0.75932    0.09939
     0.77718    0.09644
     0.79502    0.09368
     0.81285    0.09108
     0.83065    0.08871
     0.84841    0.08663
     0.86606    0.08493
     0.88357    0.08361
     0.90091    0.08267
     0.91805    0.08213
     0.93479    0.08210
     0.95072    0.08269
     0.96541    0.08393
     0.97870    0.08553
     0.99062    0.08807
     1.00000    0.08560
