#      x          Cp  
     1.00000    0.10723
     0.99062    0.09366
     0.97870    0.07511
     0.96541    0.05538
     0.95072    0.03450
     0.93479    0.01308
     0.91805   -0.00819
     0.90091   -0.02882
     0.88357   -0.04871
     0.86606   -0.06791
     0.84841   -0.08643
     0.83065   -0.10430
     0.81285   -0.12159
     0.79502   -0.13844
     0.77718   -0.15496
     0.75932   -0.17122
     0.74146   -0.18728
     0.72360   -0.20321
     0.70573   -0.21906
     0.68788   -0.23492
     0.67003   -0.25077
     0.65220   -0.26658
     0.63437   -0.28226
     0.61654   -0.29796
     0.59872   -0.31383
     0.58091   -0.33006
     0.56312   -0.34650
     0.54535   -0.36303
     0.52759   -0.37960
     0.50984   -0.39647
     0.49211   -0.41403
     0.47445   -0.43221
     0.45686   -0.45028
     0.43930   -0.46729
     0.42173   -0.48352
     0.40416   -0.50032
     0.38668   -0.51987
     0.36942   -0.53935
     0.35239   -0.55322
     0.33552   -0.55306
     0.31872   -0.54875
     0.30188   -0.55398
     0.28494   -0.58758
     0.26785   -0.62782
     0.25069   -0.65967
     0.23361   -0.69598
     0.21675   -0.74163
     0.20017   -0.83344
     0.18395   -1.06880
     0.16817   -1.22576
     0.15291   -1.25186
     0.13828   -1.27871
     0.12436   -1.30979
     0.11128   -1.34863
     0.09913   -1.39822
     0.08797   -1.45838
     0.07782   -1.52818
     0.06865   -1.60395
     0.06043   -1.67864
     0.05308   -1.74767
     0.04652   -1.81001
     0.04067   -1.86311
     0.03544   -1.90367
     0.03077   -1.93142
     0.02657   -1.94750
     0.02281   -1.94693
     0.01944   -1.92751
     0.01642   -1.88993
     0.01373   -1.83133
     0.01134   -1.74950
     0.00922   -1.64251
     0.00735   -1.50978
     0.00569   -1.35893
     0.00425   -1.20574
     0.00303   -1.05272
     0.00202   -0.89173
     0.00122   -0.71887
     0.00063   -0.53088
     0.00023   -0.32639
     0.00003   -0.10304
     0.00003    0.13877
     0.00023    0.37225
     0.00063    0.57188
     0.00122    0.73131
     0.00202    0.85090
     0.00303    0.93298
     0.00425    0.98204
     0.00569    1.00209
     0.00735    0.99798
     0.00922    0.97364
     0.01134    0.93347
     0.01373    0.88069
     0.01642    0.81909
     0.01944    0.75115
     0.02281    0.67972
     0.02657    0.60733
     0.03077    0.53598
     0.03544    0.46584
     0.04067    0.39868
     0.04652    0.33627
     0.05308    0.27844
     0.06043    0.22488
     0.06865    0.17733
     0.07782    0.13706
     0.08797    0.10241
     0.09913    0.07346
     0.11128    0.05075
     0.12436    0.03408
     0.13828    0.02149
     0.15291    0.01291
     0.16817    0.00813
     0.18395    0.00610
     0.20017    0.00606
     0.21675    0.00774
     0.23361    0.01069
     0.25069    0.01408
     0.26785    0.01685
     0.28494    0.02314
     0.30188    0.02765
     0.31872    0.02089
     0.33552    0.00677
     0.35239   -0.00755
     0.36942   -0.01485
     0.38668   -0.01771
     0.40416   -0.01900
     0.42173   -0.02051
     0.43930   -0.02160
     0.45686   -0.02168
     0.47445   -0.02061
     0.49211   -0.01884
     0.50984   -0.01681
     0.52759   -0.01464
     0.54535   -0.01221
     0.56312   -0.00941
     0.58091   -0.00626
     0.59872   -0.00285
     0.61654    0.00077
     0.63437    0.00465
     0.65220    0.00888
     0.67003    0.01352
     0.68788    0.01857
     0.70573    0.02400
     0.72360    0.02982
     0.74146    0.03605
     0.75932    0.04270
     0.77718    0.04973
     0.79502    0.05706
     0.81285    0.06453
     0.83065    0.07186
     0.84841    0.07873
     0.86606    0.08480
     0.88357    0.08999
     0.90091    0.09451
     0.91805    0.09826
     0.93479    0.10118
     0.95072    0.10334
     0.96541    0.10486
     0.97870    0.10592
     0.99062    0.10665
     1.00000    0.10723
