#      x          Cp  
     1.00000    0.11601
     0.99062    0.10246
     0.97870    0.08414
     0.96541    0.06438
     0.95072    0.04326
     0.93479    0.02136
     0.91805   -0.00057
     0.90091   -0.02197
     0.88357   -0.04271
     0.86606   -0.06281
     0.84841   -0.08225
     0.83065   -0.10105
     0.81285   -0.11928
     0.79502   -0.13705
     0.77718   -0.15449
     0.75932   -0.17165
     0.74146   -0.18862
     0.72360   -0.20544
     0.70573   -0.22219
     0.68788   -0.23894
     0.67003   -0.25569
     0.65220   -0.27240
     0.63437   -0.28901
     0.61654   -0.30565
     0.59872   -0.32248
     0.58091   -0.33967
     0.56312   -0.35711
     0.54535   -0.37466
     0.52759   -0.39230
     0.50984   -0.41028
     0.49211   -0.42899
     0.47445   -0.44835
     0.45686   -0.46767
     0.43930   -0.48603
     0.42173   -0.50369
     0.40416   -0.52201
     0.38668   -0.54314
     0.36942   -0.56430
     0.35239   -0.58005
     0.33552   -0.58211
     0.31872   -0.58022
     0.30188   -0.58803
     0.28494   -0.62466
     0.26785   -0.66905
     0.25069   -0.70587
     0.23361   -0.74651
     0.21675   -0.78964
     0.20017   -0.84223
     0.18395   -0.94371
     0.16817   -1.20422
     0.15291   -1.39200
     0.13828   -1.41938
     0.12436   -1.44730
     0.11128   -1.47973
     0.09913   -1.52080
     0.08797   -1.57375
     0.07782   -1.63847
     0.06865   -1.71396
     0.06043   -1.79498
     0.05308   -1.87421
     0.04652   -1.94824
     0.04067   -2.01370
     0.03544   -2.06687
     0.03077   -2.10714
     0.02657   -2.13552
     0.02281   -2.14698
     0.01944   -2.13906
     0.01642   -2.11226
     0.01373   -2.06339
     0.01134   -1.98990
     0.00922   -1.88952
     0.00735   -1.76149
     0.00569   -1.61378
     0.00425   -1.46325
     0.00303   -1.31245
     0.00202   -1.15218
     0.00122   -0.97761
     0.00063   -0.78443
     0.00023   -0.57004
     0.00003   -0.33015
     0.00003   -0.06311
     0.00023    0.20146
     0.00063    0.43276
     0.00122    0.62297
     0.00202    0.77061
     0.00303    0.87842
     0.00425    0.94994
     0.00569    0.98995
     0.00735    1.00317
     0.00922    0.99410
     0.01134    0.96660
     0.01373    0.92487
     0.01642    0.87179
     0.01944    0.81103
     0.02281    0.74478
     0.02657    0.67624
     0.03077    0.60727
     0.03544    0.53851
     0.04067    0.47172
     0.04652    0.40875
     0.05308    0.34965
     0.06043    0.29427
     0.06865    0.24439
     0.07782    0.20135
     0.08797    0.16369
     0.09913    0.13159
     0.11128    0.10567
     0.12436    0.08578
     0.13828    0.07011
     0.15291    0.05858
     0.16817    0.05103
     0.18395    0.04641
     0.20017    0.04397
     0.21675    0.04342
     0.23361    0.04434
     0.25069    0.04586
     0.26785    0.04692
     0.28494    0.05172
     0.30188    0.05494
     0.31872    0.04687
     0.33552    0.03154
     0.35239    0.01612
     0.36942    0.00781
     0.38668    0.00397
     0.40416    0.00174
     0.42173   -0.00072
     0.43930   -0.00275
     0.45686   -0.00377
     0.47445   -0.00362
     0.49211   -0.00276
     0.50984   -0.00163
     0.52759   -0.00036
     0.54535    0.00117
     0.56312    0.00307
     0.58091    0.00531
     0.59872    0.00782
     0.61654    0.01051
     0.63437    0.01345
     0.65220    0.01671
     0.67003    0.02038
     0.68788    0.02442
     0.70573    0.02883
     0.72360    0.03358
     0.74146    0.03874
     0.75932    0.04433
     0.77718    0.05038
     0.79502    0.05689
     0.81285    0.06383
     0.83065    0.07109
     0.84841    0.07848
     0.86606    0.08565
     0.88357    0.09219
     0.90091    0.09782
     0.91805    0.10259
     0.93479    0.10668
     0.95072    0.10988
     0.96541    0.11223
     0.97870    0.11391
     0.99062    0.11512
     1.00000    0.11601
