#      x          Cp  
     1.00000    0.12977
     0.99062    0.11767
     0.97870    0.10137
     0.96541    0.08310
     0.95072    0.06288
     0.93479    0.04119
     0.91805    0.01878
     0.90091   -0.00369
     0.88357   -0.02592
     0.86606   -0.04785
     0.84841   -0.06938
     0.83065   -0.09045
     0.81285   -0.11108
     0.79502   -0.13133
     0.77718   -0.15128
     0.75932   -0.17099
     0.74146   -0.19051
     0.72360   -0.20992
     0.70573   -0.22927
     0.68788   -0.24864
     0.67003   -0.26804
     0.65220   -0.28743
     0.63437   -0.30679
     0.61654   -0.32623
     0.59872   -0.34592
     0.58091   -0.36602
     0.56312   -0.38643
     0.54535   -0.40706
     0.52759   -0.42790
     0.50984   -0.44919
     0.49211   -0.47130
     0.47445   -0.49418
     0.45686   -0.51720
     0.43930   -0.53952
     0.42173   -0.56142
     0.40416   -0.58419
     0.38668   -0.60983
     0.36942   -0.63572
     0.35239   -0.65668
     0.33552   -0.66500
     0.31872   -0.66985
     0.30188   -0.68464
     0.28494   -0.72835
     0.26785   -0.78199
     0.25069   -0.83082
     0.23361   -0.88615
     0.21675   -0.94574
     0.20017   -1.00757
     0.18395   -1.07064
     0.16817   -1.13764
     0.15291   -1.22871
     0.13828   -1.42983
     0.12436   -1.87887
     0.11128   -1.97568
     0.09913   -2.00522
     0.08797   -2.03694
     0.07782   -2.07568
     0.06865   -2.12664
     0.06043   -2.19386
     0.05308   -2.27555
     0.04652   -2.36969
     0.04067   -2.46879
     0.03544   -2.56273
     0.03077   -2.64587
     0.02657   -2.71704
     0.02281   -2.77079
     0.01944   -2.80374
     0.01642   -2.81568
     0.01373   -2.80249
     0.01134   -2.76061
     0.00922   -2.68685
     0.00735   -2.58001
     0.00569   -2.44909
     0.00425   -2.31418
     0.00303   -2.17816
     0.00202   -2.02844
     0.00122   -1.85720
     0.00063   -1.65662
     0.00023   -1.41949
     0.00003   -1.13461
     0.00003   -0.79221
     0.00023   -0.43093
     0.00063   -0.09841
     0.00122    0.19037
     0.00202    0.43007
     0.00303    0.62170
     0.00425    0.76780
     0.00569    0.87321
     0.00735    0.94388
     0.00922    0.98575
     0.01134    1.00244
     0.01373    0.99827
     0.01642    0.97679
     0.01944    0.94187
     0.02281    0.89624
     0.02657    0.84355
     0.03077    0.78590
     0.03544    0.72512
     0.04067    0.66299
     0.04652    0.60165
     0.05308    0.54174
     0.06043    0.48369
     0.06865    0.42933
     0.07782    0.38022
     0.08797    0.33555
     0.09913    0.29580
     0.11128    0.26178
     0.12436    0.23362
     0.13828    0.20983
     0.15291    0.19046
     0.16817    0.17542
     0.18395    0.16373
     0.20017    0.15469
     0.21675    0.14800
     0.23361    0.14322
     0.25069    0.13951
     0.26785    0.13574
     0.28494    0.13627
     0.30188    0.13580
     0.31872    0.12423
     0.33552    0.10573
     0.35239    0.08746
     0.36942    0.07637
     0.38668    0.06982
     0.40416    0.06491
     0.42173    0.05981
     0.43930    0.05512
     0.45686    0.05146
     0.47445    0.04902
     0.49211    0.04733
     0.50984    0.04592
     0.52759    0.04467
     0.54535    0.04369
     0.56312    0.04310
     0.58091    0.04288
     0.59872    0.04292
     0.61654    0.04312
     0.63437    0.04354
     0.65220    0.04427
     0.67003    0.04536
     0.68788    0.04679
     0.70573    0.04850
     0.72360    0.05049
     0.74146    0.05278
     0.75932    0.05541
     0.77718    0.05841
     0.79502    0.06184
     0.81285    0.06573
     0.83065    0.07017
     0.84841    0.07524
     0.86606    0.08098
     0.88357    0.08736
     0.90091    0.09425
     0.91805    0.10143
     0.93479    0.10851
     0.95072    0.11492
     0.96541    0.12018
     0.97870    0.12425
     0.99062    0.12743
     1.00000    0.12977
