#      x          Cp  
     1.00000    0.12939
     0.99062    0.11881
     0.97870    0.10446
     0.96541    0.08800
     0.95072    0.06938
     0.93479    0.04893
     0.91805    0.02732
     0.90091    0.00519
     0.88357   -0.01710
     0.86606   -0.03943
     0.84841   -0.06167
     0.83065   -0.08370
     0.81285   -0.10548
     0.79502   -0.12701
     0.77718   -0.14835
     0.75932   -0.16954
     0.74146   -0.19060
     0.72360   -0.21161
     0.70573   -0.23260
     0.68788   -0.25364
     0.67003   -0.27475
     0.65220   -0.29589
     0.63437   -0.31706
     0.61654   -0.33835
     0.59872   -0.35994
     0.58091   -0.38197
     0.56312   -0.40436
     0.54535   -0.42704
     0.52759   -0.45002
     0.50984   -0.47353
     0.49211   -0.49791
     0.47445   -0.52313
     0.45686   -0.54859
     0.43930   -0.57354
     0.42173   -0.59826
     0.40416   -0.62397
     0.38668   -0.65252
     0.36942   -0.68143
     0.35239   -0.70574
     0.33552   -0.71821
     0.31872   -0.72762
     0.30188   -0.74696
     0.28494   -0.79460
     0.26785   -0.85307
     0.25069   -0.90831
     0.23361   -0.97114
     0.21675   -1.03985
     0.20017   -1.11300
     0.18395   -1.18984
     0.16817   -1.27018
     0.15291   -1.35488
     0.13828   -1.45756
     0.12436   -1.64669
     0.11128   -2.06759
     0.09913   -2.40980
     0.08797   -2.44096
     0.07782   -2.47140
     0.06865   -2.50651
     0.06043   -2.55200
     0.05308   -2.61334
     0.04652   -2.69348
     0.04067   -2.79033
     0.03544   -2.90014
     0.03077   -3.01103
     0.02657   -3.11463
     0.02281   -3.20247
     0.01944   -3.26916
     0.01642   -3.31335
     0.01373   -3.33033
     0.01134   -3.31587
     0.00922   -3.26627
     0.00735   -3.18010
     0.00569   -3.06705
     0.00425   -2.94937
     0.00303   -2.83025
     0.00202   -2.69482
     0.00122   -2.53308
     0.00063   -2.33447
     0.00023   -2.08802
     0.00003   -1.77694
     0.00003   -1.38445
     0.00023   -0.95530
     0.00063   -0.55009
     0.00122   -0.18950
     0.00202    0.11808
     0.00303    0.37172
     0.00425    0.57378
     0.00569    0.72757
     0.00735    0.84166
     0.00922    0.92182
     0.01134    0.97286
     0.01373    0.99828
     0.01642    1.00243
     0.01944    0.98881
     0.02281    0.96117
     0.02657    0.92251
     0.03077    0.87618
     0.03544    0.82378
     0.04067    0.76784
     0.04652    0.71031
     0.05308    0.65242
     0.06043    0.59489
     0.06865    0.53963
     0.07782    0.48834
     0.08797    0.44066
     0.09913    0.39727
     0.11128    0.35914
     0.12436    0.32655
     0.13828    0.29830
     0.15291    0.27451
     0.16817    0.25515
     0.18395    0.23933
     0.20017    0.22638
     0.21675    0.21600
     0.23361    0.20779
     0.25069    0.20089
     0.26785    0.19417
     0.28494    0.19201
     0.30188    0.18921
     0.31872    0.17560
     0.33552    0.15534
     0.35239    0.13546
     0.36942    0.12272
     0.38668    0.11450
     0.40416    0.10795
     0.42173    0.10120
     0.43930    0.09486
     0.45686    0.08957
     0.47445    0.08550
     0.49211    0.08221
     0.50984    0.07923
     0.52759    0.07640
     0.54535    0.07388
     0.56312    0.07176
     0.58091    0.07002
     0.59872    0.06855
     0.61654    0.06724
     0.63437    0.06615
     0.65220    0.06536
     0.67003    0.06493
     0.68788    0.06482
     0.70573    0.06497
     0.72360    0.06535
     0.74146    0.06600
     0.75932    0.06693
     0.77718    0.06817
     0.79502    0.06976
     0.81285    0.07171
     0.83065    0.07413
     0.84841    0.07710
     0.86606    0.08072
     0.88357    0.08502
     0.90091    0.09003
     0.91805    0.09574
     0.93479    0.10210
     0.95072    0.10878
     0.96541    0.11529
     0.97870    0.12114
     0.99062    0.12616
     1.00000    0.12939
