#      x          Cp  
     1.00000    0.11915
     0.99062    0.11051
     0.97870    0.09870
     0.96541    0.08486
     0.95072    0.06883
     0.93479    0.05078
     0.91805    0.03120
     0.90091    0.01066
     0.88357   -0.01054
     0.86606   -0.03224
     0.84841   -0.05428
     0.83065   -0.07651
     0.81285   -0.09883
     0.79502   -0.12120
     0.77718   -0.14361
     0.75932   -0.16606
     0.74146   -0.18855
     0.72360   -0.21112
     0.70573   -0.23378
     0.68788   -0.25659
     0.67003   -0.27954
     0.65220   -0.30263
     0.63437   -0.32582
     0.61654   -0.34923
     0.59872   -0.37299
     0.58091   -0.39724
     0.56312   -0.42194
     0.54535   -0.44702
     0.52759   -0.47250
     0.50984   -0.49860
     0.49211   -0.52564
     0.47445   -0.55359
     0.45686   -0.58193
     0.43930   -0.61000
     0.42173   -0.63806
     0.40416   -0.66724
     0.38668   -0.69921
     0.36942   -0.73165
     0.35239   -0.75995
     0.33552   -0.77749
     0.31872   -0.79241
     0.30188   -0.81709
     0.28494   -0.86911
     0.26785   -0.93283
     0.25069   -0.99509
     0.23361   -1.06598
     0.21675   -1.14424
     0.20017   -1.22888
     0.18395   -1.31974
     0.16817   -1.41699
     0.15291   -1.51943
     0.13828   -1.62510
     0.12436   -1.74095
     0.11128   -1.90876
     0.09913   -2.26132
     0.08797   -2.93254
     0.07782   -3.01018
     0.06865   -3.04022
     0.06043   -3.07232
     0.05308   -3.11180
     0.04652   -3.16456
     0.04067   -3.23745
     0.03544   -3.33303
     0.03077   -3.44847
     0.02657   -3.57799
     0.02281   -3.70544
     0.01944   -3.81668
     0.01642   -3.90528
     0.01373   -3.96455
     0.01134   -3.98917
     0.00922   -3.97484
     0.00735   -3.91993
     0.00569   -3.83491
     0.00425   -3.74446
     0.00303   -3.65226
     0.00202   -3.54089
     0.00122   -3.39770
     0.00063   -3.20861
     0.00023   -2.95763
     0.00003   -2.62052
     0.00003   -2.17095
     0.00023   -1.66062
     0.00063   -1.16684
     0.00122   -0.71765
     0.00202   -0.32582
     0.00303    0.00562
     0.00425    0.27745
     0.00569    0.49246
     0.00735    0.66068
     0.00922    0.78995
     0.01134    0.88492
     0.01373    0.94909
     0.01642    0.98708
     0.01944    1.00241
     0.02281    0.99913
     0.02657    0.98067
     0.03077    0.95066
     0.03544    0.91126
     0.04067    0.86541
     0.04652    0.81501
     0.05308    0.76201
     0.06043    0.70737
     0.06865    0.65318
     0.07782    0.60126
     0.08797    0.55180
     0.09913    0.50571
     0.11128    0.46412
     0.12436    0.42755
     0.13828    0.39511
     0.15291    0.36704
     0.16817    0.34340
     0.18395    0.32341
     0.20017    0.30644
     0.21675    0.29225
     0.23361    0.28042
     0.25069    0.27015
     0.26785    0.26032
     0.28494    0.25523
     0.30188    0.24990
     0.31872    0.23421
     0.33552    0.21220
     0.35239    0.19070
     0.36942    0.17624
     0.38668    0.16623
     0.40416    0.15788
     0.42173    0.14934
     0.43930    0.14121
     0.45686    0.13412
     0.47445    0.12827
     0.49211    0.12322
     0.50984    0.11850
     0.52759    0.11396
     0.54535    0.10974
     0.56312    0.10594
     0.58091    0.10253
     0.59872    0.09941
     0.61654    0.09645
     0.63437    0.09372
     0.65220    0.09128
     0.67003    0.08920
     0.68788    0.08742
     0.70573    0.08590
     0.72360    0.08457
     0.74146    0.08348
     0.75932    0.08262
     0.77718    0.08201
     0.79502    0.08167
     0.81285    0.08163
     0.83065    0.08194
     0.84841    0.08271
     0.86606    0.08402
     0.88357    0.08591
     0.90091    0.08843
     0.91805    0.09163
     0.93479    0.09560
     0.95072    0.10030
     0.96541    0.10553
     0.97870    0.11089
     0.99062    0.11640
     1.00000    0.11915
