#      x          Cp  
     1.00000    0.13058
     0.99062    0.11921
     0.97870    0.10384
     0.96541    0.08640
     0.95072    0.06689
     0.93479    0.04571
     0.91805    0.02358
     0.90091    0.00116
     0.88357   -0.02122
     0.86606   -0.04345
     0.84841   -0.06543
     0.83065   -0.08706
     0.81285   -0.10832
     0.79502   -0.12927
     0.77718   -0.14996
     0.75932   -0.17044
     0.74146   -0.19076
     0.72360   -0.21099
     0.70573   -0.23118
     0.68788   -0.25140
     0.67003   -0.27166
     0.65220   -0.29194
     0.63437   -0.31221
     0.61654   -0.33259
     0.59872   -0.35323
     0.58091   -0.37429
     0.56312   -0.39570
     0.54535   -0.41736
     0.52759   -0.43927
     0.50984   -0.46168
     0.49211   -0.48493
     0.47445   -0.50899
     0.45686   -0.53324
     0.43930   -0.55688
     0.42173   -0.58020
     0.40416   -0.60445
     0.38668   -0.63157
     0.36942   -0.65899
     0.35239   -0.68165
     0.33552   -0.69200
     0.31872   -0.69906
     0.30188   -0.71608
     0.28494   -0.76188
     0.26785   -0.81812
     0.25069   -0.87031
     0.23361   -0.92963
     0.21675   -0.99416
     0.20017   -1.06215
     0.18395   -1.13258
     0.16817   -1.20529
     0.15291   -1.28450
     0.13828   -1.40240
     0.12436   -1.67846
     0.11128   -2.16793
     0.09913   -2.20055
     0.08797   -2.23102
     0.07782   -2.26477
     0.06865   -2.30708
     0.06043   -2.36358
     0.05308   -2.43741
     0.04652   -2.52639
     0.04067   -2.62839
     0.03544   -2.73313
     0.03077   -2.83098
     0.02657   -2.91809
     0.02281   -2.98815
     0.01944   -3.03710
     0.01642   -3.06432
     0.01373   -3.06540
     0.01134   -3.03644
     0.00922   -2.97398
     0.00735   -2.87669
     0.00569   -2.75392
     0.00425   -2.62685
     0.00303   -2.49850
     0.00202   -2.35513
     0.00122   -2.18784
     0.00063   -1.98747
     0.00023   -1.74500
     0.00003   -1.44651
     0.00003   -1.07889
     0.00023   -0.68383
     0.00063   -0.31531
     0.00122    0.00893
     0.00202    0.28204
     0.00303    0.50425
     0.00425    0.67770
     0.00569    0.80708
     0.00735    0.89885
     0.00922    0.95965
     0.01134    0.99291
     0.01373    1.00321
     0.01642    0.99416
     0.01944    0.96945
     0.02281    0.93250
     0.02657    0.88639
     0.03077    0.83410
     0.03544    0.77718
     0.04067    0.71785
     0.04652    0.65814
     0.05308    0.59899
     0.06043    0.54096
     0.06865    0.48594
     0.07782    0.43555
     0.08797    0.38920
     0.09913    0.34747
     0.11128    0.31126
     0.12436    0.28077
     0.13828    0.25465
     0.15291    0.23298
     0.16817    0.21571
     0.18395    0.20189
     0.20017    0.19084
     0.21675    0.18226
     0.23361    0.17572
     0.25069    0.17039
     0.26785    0.16511
     0.28494    0.16427
     0.30188    0.16262
     0.31872    0.15001
     0.33552    0.13059
     0.35239    0.11148
     0.36942    0.09956
     0.38668    0.09215
     0.40416    0.08641
     0.42173    0.08047
     0.43930    0.07494
     0.45686    0.07046
     0.47445    0.06719
     0.49211    0.06469
     0.50984    0.06248
     0.52759    0.06043
     0.54535    0.05867
     0.56312    0.05730
     0.58091    0.05631
     0.59872    0.05558
     0.61654    0.05502
     0.63437    0.05467
     0.65220    0.05462
     0.67003    0.05494
     0.68788    0.05558
     0.70573    0.05650
     0.72360    0.05766
     0.74146    0.05911
     0.75932    0.06087
     0.77718    0.06296
     0.79502    0.06544
     0.81285    0.06833
     0.83065    0.07173
     0.84841    0.07573
     0.86606    0.08041
     0.88357    0.08578
     0.90091    0.09182
     0.91805    0.09845
     0.93479    0.10546
     0.95072    0.11236
     0.96541    0.11858
     0.97870    0.12373
     0.99062    0.12782
     1.00000    0.13058
