#      x          Cp  
     1.00000    0.10020
     0.99062    0.08682
     0.97870    0.06830
     0.96541    0.04876
     0.95072    0.02823
     0.93479    0.00728
     0.91805   -0.01342
     0.90091   -0.03343
     0.88357   -0.05267
     0.86606   -0.07121
     0.84841   -0.08908
     0.83065   -0.10629
     0.81285   -0.12294
     0.79502   -0.13915
     0.77718   -0.15505
     0.75932   -0.17069
     0.74146   -0.18614
     0.72360   -0.20147
     0.70573   -0.21672
     0.68788   -0.23198
     0.67003   -0.24724
     0.65220   -0.26243
     0.63437   -0.27751
     0.61654   -0.29257
     0.59872   -0.30781
     0.58091   -0.32339
     0.56312   -0.33917
     0.54535   -0.35501
     0.52759   -0.37087
     0.50984   -0.38699
     0.49211   -0.40379
     0.47445   -0.42118
     0.45686   -0.43841
     0.43930   -0.45452
     0.42173   -0.46977
     0.40416   -0.48553
     0.38668   -0.50400
     0.36942   -0.52230
     0.35239   -0.53484
     0.33552   -0.53311
     0.31872   -0.52707
     0.30188   -0.53043
     0.28494   -0.56172
     0.26785   -0.59886
     0.25069   -0.62801
     0.23361   -0.66455
     0.21675   -0.72998
     0.20017   -0.90061
     0.18395   -1.11353
     0.16817   -1.13920
     0.15291   -1.16472
     0.13828   -1.19340
     0.12436   -1.22836
     0.11128   -1.27249
     0.09913   -1.32672
     0.08797   -1.39029
     0.07782   -1.46072
     0.06865   -1.53327
     0.06043   -1.60189
     0.05308   -1.66357
     0.04652   -1.71819
     0.04067   -1.76341
     0.03544   -1.79601
     0.03077   -1.81590
     0.02657   -1.82425
     0.02281   -1.81617
     0.01944   -1.78961
     0.01642   -1.74537
     0.01373   -1.68083
     0.01134   -1.59401
     0.00922   -1.48321
     0.00735   -1.34796
     0.00569   -1.19566
     0.00425   -1.04140
     0.00303   -0.88762
     0.00202   -0.72692
     0.00122   -0.55598
     0.00063   -0.37218
     0.00023   -0.17495
     0.00003    0.03698
     0.00003    0.26185
     0.00023    0.47513
     0.00063    0.65383
     0.00122    0.79385
     0.00202    0.89491
     0.00303    0.96094
     0.00425    0.99527
     0.00569    1.00276
     0.00735    0.98746
     0.00922    0.95369
     0.01134    0.90520
     0.01373    0.84596
     0.01642    0.77877
     0.01944    0.70679
     0.02281    0.63218
     0.02657    0.55771
     0.03077    0.48513
     0.03544    0.41444
     0.04067    0.34737
     0.04652    0.28563
     0.05308    0.22894
     0.06043    0.17684
     0.06865    0.13108
     0.07782    0.09287
     0.08797    0.06041
     0.09913    0.03372
     0.11128    0.01331
     0.12436   -0.00110
     0.13828   -0.01152
     0.15291   -0.01805
     0.16817   -0.02089
     0.18395   -0.02113
     0.20017   -0.01951
     0.21675   -0.01631
     0.23361   -0.01196
     0.25069   -0.00730
     0.26785   -0.00334
     0.28494    0.00394
     0.30188    0.00933
     0.31872    0.00348
     0.33552   -0.00976
     0.35239   -0.02331
     0.36942   -0.02991
     0.38668   -0.03210
     0.40416   -0.03274
     0.42173   -0.03360
     0.43930   -0.03404
     0.45686   -0.03347
     0.47445   -0.03177
     0.49211   -0.02938
     0.50984   -0.02672
     0.52759   -0.02393
     0.54535   -0.02086
     0.56312   -0.01743
     0.58091   -0.01366
     0.59872   -0.00960
     0.61654   -0.00533
     0.63437   -0.00078
     0.65220    0.00414
     0.67003    0.00948
     0.68788    0.01525
     0.70573    0.02140
     0.72360    0.02795
     0.74146    0.03487
     0.75932    0.04214
     0.77718    0.04964
     0.79502    0.05719
     0.81285    0.06453
     0.83065    0.07133
     0.84841    0.07732
     0.86606    0.08249
     0.88357    0.08701
     0.90091    0.09073
     0.91805    0.09366
     0.93479    0.09586
     0.95072    0.09744
     0.96541    0.09853
     0.97870    0.09926
     0.99062    0.09976
     1.00000    0.10020
