     1.000000    0.001260
     0.993811    0.002536
     0.983033    0.004731
     0.970479    0.007248
     0.956440    0.010011
     0.941370    0.012917
     0.925684    0.015878
     0.909663    0.018836
     0.893466    0.021759
     0.877177    0.024632
     0.860836    0.027446
     0.844463    0.030199
     0.828069    0.032889
     0.811659    0.035516
     0.795236    0.038079
     0.778803    0.040577
     0.762361    0.043011
     0.745911    0.045380
     0.729456    0.047683
     0.712996    0.049920
     0.696533    0.052090
     0.680068    0.054193
     0.663602    0.056226
     0.647137    0.058189
     0.630674    0.060081
     0.614215    0.061900
     0.597761    0.063644
     0.581313    0.065313
     0.564874    0.066903
     0.548445    0.068414
     0.532028    0.069842
     0.515624    0.071185
     0.499237    0.072441
     0.482868    0.073607
     0.466521    0.074680
     0.450202    0.075657
     0.433918    0.076534
     0.417684    0.077307
     0.401527    0.077973
     0.385490    0.078512
     0.369541    0.078902
     0.353657    0.079140
     0.337827    0.079224
     0.322052    0.079150
     0.306334    0.078911
     0.290677    0.078504
     0.275089    0.077923
     0.259577    0.077164
     0.244152    0.076219
     0.228824    0.075083
     0.213607    0.073751
     0.198520    0.072215
     0.183582    0.070470
     0.168823    0.068510
     0.154280    0.066330
     0.140001    0.063930
     0.126055    0.061311
     0.112535    0.058484
     0.099561    0.055470
     0.087283    0.052309
     0.075863    0.049055
     0.065447    0.045777
     0.056130    0.042545
     0.047931    0.039417
     0.040795    0.036428
     0.034621    0.033595
     0.029286    0.030916
     0.024666    0.028378
     0.020655    0.025964
     0.017160    0.023656
     0.014106    0.021435
     0.011435    0.019285
     0.009102    0.017190
     0.007071    0.015136
     0.005319    0.013112
     0.003828    0.011110
     0.002589    0.009125
     0.001596    0.007154
     0.000846    0.005202
     0.000337    0.003278
     0.000061    0.001394
     0.000006   -0.000428
     0.000166   -0.002268
     0.000569   -0.004149
     0.001232   -0.006035
     0.002164   -0.007906
     0.003366   -0.009744
     0.004837   -0.011538
     0.006575   -0.013287
     0.008585   -0.014992
     0.010879   -0.016660
     0.013478   -0.018299
     0.016414   -0.019918
     0.019731   -0.021526
     0.023489   -0.023132
     0.027763   -0.024744
     0.032648   -0.026369
     0.038261   -0.028010
     0.044737   -0.029666
     0.052223   -0.031328
     0.060853   -0.032978
     0.070713   -0.034583
     0.081811   -0.036102
     0.094057   -0.037494
     0.107286   -0.038723
     0.121301   -0.039769
     0.135921   -0.040627
     0.150997   -0.041303
     0.166421   -0.041807
     0.182112   -0.042154
     0.198016   -0.042359
     0.214093   -0.042437
     0.230315   -0.042401
     0.246659   -0.042264
     0.263109   -0.042038
     0.279651   -0.041733
     0.296275   -0.041359
     0.312971   -0.040926
     0.329732   -0.040441
     0.346547   -0.039912
     0.363408   -0.039347
     0.380295   -0.038752
     0.397180   -0.038135
     0.414009   -0.037490
     0.430809   -0.036795
     0.447614   -0.036055
     0.464437   -0.035272
     0.481281   -0.034450
     0.498149   -0.033592
     0.515039   -0.032702
     0.531951   -0.031783
     0.548883   -0.030837
     0.565834   -0.029868
     0.582801   -0.028878
     0.599784   -0.027869
     0.616780   -0.026843
     0.633789   -0.025801
     0.650809   -0.024747
     0.667839   -0.023680
     0.684877   -0.022603
     0.701923   -0.021516
     0.718973   -0.020421
     0.736028   -0.019318
     0.753087   -0.018207
     0.770147   -0.017090
     0.787207   -0.015967
     0.804266   -0.014837
     0.821321   -0.013701
     0.838370   -0.012559
     0.855407   -0.011410
     0.872422   -0.010256
     0.889394   -0.009096
     0.906281   -0.007932
     0.922993   -0.006771
     0.939358   -0.005624
     0.955065   -0.004511
     0.969652   -0.003468
     0.982625   -0.002530
     0.993685   -0.001724
     1.000000   -0.001260
