 .98085        .00217 
 .97541        .00276 
 .96932        .00349 
 .96261        .00438 
 .95529        .00543 
 .9474         .00666 
 .93896        .00808 
 .92998        .0097 
 .92052        .01151 
 .91058        .01353 
 .9002         .01576 
 .88941        .01817 
 .87824        .02079 
 .86671        .02358 
 .85486        .02656 
 .8427         .02969 
 .83026        .03298 
 .81758        .03641 
 .80466        .03997 
 .79154        .04364 
 .77823        .0474 
 .76475        .05124 
 .75112        .05515 
 .73737        .0591 
 .72349        .06308 
 .70952        .06709 
 .69546        .07109 
 .68132        .07508 
 .66713        .07904 
 .6529         .08295 
 .63862        .08681 
 .62433        .0906 
 .61001        .0943 
 .5957         .09791 
 .58139        .10142 
 .56709        .10481 
 .55282        .10807 
 .53859        .11119 
 .52439        .11418 
 .51024        .117 
 .49615        .11967 
 .48212        .12217 
 .46816        .12449 
 .45429        .12664 
 .4405         .1286 
 .4268         .13037 
 .41321        .13195 
 .39972        .13334 
 .38635        .13452 
 .37311        .13551 
 .35999        .13629 
 .34701        .13687 
 .33417        .13724 
 .32148        .13741 
 .30894        .13737 
 .29657        .13713 
 .28437        .13669 
 .27234        .13605 
 .2605         .13521 
 .24885        .13417 
 .23739        .13294 
 .22613        .13152 
 .21508        .12991 
 .20424        .12812 
 .19362        .12616 
 .18323        .12402 
 .17307        .12171 
 .16315        .11924 
 .15347        .11662 
 .14403        .11384 
 .13486        .11092 
 .12594        .10787 
 .11728        .10469 
 .1089         .10138 
 .10079        .09796 
 .09296        .09444 
 .08541        .09081 
 .07815        .0871 
 .07119        .08331 
 .06453        .07944 
 .05816        .07552 
 .05211        .07154 
 .04636        .06752 
 .04093        .06346 
 .03582        .05938 
 .03104        .05529 
 .02658        .0512 
 .02245        .04712 
 .01865        .04306 
 .0152         .03903 
 .01209        .03504 
 .00932        .0311 
 .0069         .02723 
 .00484        .02344 
 .00314        .01973 
 .0018         .01613 
 .00083        .01263 
 .00023        .00926 
 0             .00602 
 .00015        .00293 
 .0007         0 
 .00163       -.00276 
 .00296       -.00535 
 .00469       -.00774 
 .00684       -.00993 
 .0094        -.0119 
 .01238       -.01366 
 .01581       -.01518 
 .01967       -.01647 
 .02398       -.01751 
 .02876       -.01829 
 .03401       -.01881 
 .03975       -.01907 
 .04598       -.01907 
 .05272       -.01879 
 .05998       -.01825 
 .06779       -.01744 
 .07614       -.01637 
 .08506       -.01504 
 .09456       -.01348 
 .10466       -.01168 
 .11536       -.00967 
 .12669       -.00747 
 .13864       -.0051 
 .15124       -.00258 
 .16449        .00004 
 .17839        .00274 
 .19294        .00547 
 .20814        .0082 
 .22396        .01087 
 .24041        .01345 
 .25745        .01588 
 .27505        .01811 
 .29316        .02011 
 .31176        .02181 
 .33077        .02318 
 .35013        .02419 
 .36978        .0248 
 .38964        .025 
 .40964        .02477 
 .42969        .02411 
 .44971        .02304 
 .46963        .02156 
 .48937        .01972 
 .50887        .01754 
 .52806        .01508 
 .5469         .01237 
 .56534        .00949 
 .58335        .00648 
 .60091        .0034 
 .61801        .00029 
 .63464       -.00278 
 .65079       -.00579 
 .66648       -.00867 
 .68171       -.01141 
 .6965        -.01397 
 .71087       -.01633 
 .72481       -.01847 
 .73836       -.02037 
 .75152       -.02204 
 .76432       -.02345 
 .77676       -.02461 
 .78886       -.02552 
 .80062       -.02618 
 .81207       -.0266 
 .82321       -.02678 
 .83404       -.02674 
 .84458       -.02648 
 .85484       -.02602 
 .86481       -.02536 
 .8745        -.02454 
 .88391       -.02356 
 .89304       -.02244 
 .90189       -.02121 
 .91046       -.01988 
 .91874       -.01847 
 .92672       -.01701 
 .9344        -.01552 
 .94176       -.01402 
 .94879       -.01252 
 .95547       -.01106 
 .96178       -.00964 
 .9677        -.0083 
 .97321       -.00703 
 .97828       -.00585 
 .98289       -.00478 
 .98702       -.00382 
 .99062       -.00297 
 .99368       -.00224 
 .99618       -.00161 
 .99807       -.00109 
 .99936       -.00065 
 1             0
