 1             0
 .99059        .00153 
 .98681        .00192 
 .9824         .00236 
 .97738        .00287 
 .97175        .00347 
 .96552        .00417 
 .95871        .00497 
 .95134        .0059 
 .94342        .00695 
 .93497        .00813 
 .92602        .00946 
 .91658        .01093 
 .90668        .01254 
 .89634        .0143 
 .88559        .01621 
 .87444        .01826 
 .86293        .02045 
 .85106        .02277 
 .83888        .02522 
 .8264         .02779 
 .81364        .03047 
 .80063        .03326 
 .78738        .03613 
 .77392        .03908 
 .76026        .0421 
 .74643        .04518 
 .73244        .0483 
 .71832        .05146 
 .70407        .05463 
 .68972        .05781 
 .67527        .06099 
 .66076        .06415 
 .64618        .06728 
 .63155        .07037 
 .61689        .0734 
 .6022         .07638 
 .58751        .07927 
 .57281        .08209 
 .55813        .08481 
 .54347        .08743 
 .52885        .08993 
 .51427        .09232 
 .49974        .09458 
 .48527        .0967 
 .47088        .09869 
 .45657        .10052 
 .44234        .1022 
 .42822        .10373 
 .4142         .10509 
 .40029        .10629 
 .38651        .10732 
 .37285        .10818 
 .35934        .10886 
 .34597        .10937 
 .33275        .1097 
 .31969        .10985 
 .3068         .10983 
 .29409        .10962 
 .28156        .10924 
 .26921        .10869 
 .25706        .10796 
 .24512        .10706 
 .23338        .10598 
 .22186        .10475 
 .21056        .10334 
 .19949        .10178 
 .18866        .10006 
 .17807        .09819 
 .16772        .09618 
 .15763        .09402 
 .1478         .09173 
 .13823        .0893 
 .12894        .08676 
 .11992        .08409 
 .11119        .08131 
 .10274        .07843 
 .09459        .07546 
 .08674        .07239 
 .0792         .06924 
 .07196        .06602 
 .06504        .06274 
 .05844        .05939 
 .05216        .056 
 .04622        .05257 
 .04061        .04911 
 .03534        .04563 
 .03041        .04214 
 .02584        .03865 
 .02162        .03516 
 .01776        .03169 
 .01426        .02824 
 .01114        .02483 
 .00839        .02147 
 .00601        .01816 
 .00402        .01492 
 .00242        .01175 
 .00121        .00866 
 .0004         .00567 
 0             .00278 
 0             0 
 .00042       -.00266 
 .00126       -.0052 
 .00253       -.0076 
 .00422       -.00985 
 .00636       -.01196 
 .00893       -.01392 
 .01196       -.01571 
 .01544       -.01734 
 .01938       -.01879 
 .0238        -.02008 
 .02868       -.02119 
 .03404       -.02212 
 .03989       -.02287 
 .04623       -.02345 
 .05307       -.02386 
 .06041       -.02409 
 .06826       -.02416 
 .07661       -.02407 
 .08548       -.02382 
 .09487       -.02344 
 .10477       -.02292 
 .11519       -.02228 
 .12612       -.02153 
 .13756       -.02069 
 .14951       -.01978 
 .16196       -.0188 
 .17489       -.01778 
 .18831       -.01674 
 .20218       -.0157 
 .21651       -.01467 
 .23125       -.01367 
 .24641       -.01273 
 .26194       -.01185 
 .27782       -.01106 
 .29403       -.01037 
 .31052       -.00979 
 .32727       -.00933 
 .34425       -.009 
 .36141       -.00882 
 .37872       -.00877 
 .39614       -.00886 
 .41364       -.00908 
 .43117       -.00944 
 .44871       -.00992 
 .46622       -.01052 
 .48367       -.01121 
 .50103       -.01199 
 .51827       -.01284 
 .53536       -.01375 
 .55229       -.0147 
 .56903       -.01567 
 .58557       -.01664 
 .60188       -.01761 
 .61796       -.01854 
 .63379       -.01944 
 .64936       -.02027 
 .66467       -.02104 
 .6797        -.02173 
 .69445       -.02233 
 .70892       -.02283 
 .72311       -.02322 
 .737         -.0235 
 .75059       -.02367 
 .76389       -.02372 
 .7769        -.02366 
 .7896        -.02347 
 .802         -.02317 
 .81409       -.02276 
 .82588       -.02225 
 .83736       -.02163 
 .84853       -.02091 
 .85937       -.02011 
 .8699        -.01923 
 .8801        -.01829 
 .88997       -.01728 
 .8995        -.01623 
 .90868       -.01515 
 .9175        -.01404 
 .92596       -.01292 
 .93404       -.0118 
 .94173       -.01069 
 .94902       -.0096 
 .95589       -.00854 
 .96233       -.00753 
 .96832       -.00656 
 .97385       -.00565 
 .9789        -.0048 
 .98345       -.00401 
 .98748       -.0033 
 .99099       -.00265 
 .99394       -.00207 
 .99634       -.00155 
 .99815       -.00109 
 .99938       -.00069 
 .99999       -.00033 
 1             0 
