#      x          Cp  
     1.00000    0.20591
     0.99062    0.18453
     0.97870    0.15808
     0.96541    0.13355
     0.95072    0.11054
     0.93479    0.08920
     0.91805    0.06905
     0.90091    0.04876
     0.88357    0.02620
     0.86606   -0.00085
     0.84841   -0.03324
     0.83065   -0.06792
     0.81285   -0.09099
     0.79502   -0.09597
     0.77718   -0.10134
     0.75932   -0.10700
     0.74146   -0.11294
     0.72360   -0.11917
     0.70573   -0.12569
     0.68788   -0.13252
     0.67003   -0.13965
     0.65220   -0.14704
     0.63437   -0.15467
     0.61654   -0.16251
     0.59872   -0.17056
     0.58091   -0.17880
     0.56312   -0.18718
     0.54535   -0.19563
     0.52759   -0.20410
     0.50984   -0.21262
     0.49211   -0.22123
     0.47445   -0.22985
     0.45686   -0.23815
     0.43930   -0.24575
     0.42173   -0.25272
     0.40416   -0.25949
     0.38668   -0.26659
     0.36942   -0.27264
     0.35239   -0.27562
     0.33552   -0.27480
     0.31872   -0.27704
     0.30188   -0.28639
     0.28494   -0.30270
     0.26785   -0.32187
     0.25069   -0.34161
     0.23361   -0.36350
     0.21675   -0.38715
     0.20017   -0.41212
     0.18395   -0.43811
     0.16817   -0.46490
     0.15291   -0.49191
     0.13828   -0.51811
     0.12436   -0.54311
     0.11128   -0.56661
     0.09913   -0.58614
     0.08797   -0.60071
     0.07782   -0.61012
     0.06865   -0.61378
     0.06043   -0.60830
     0.05308   -0.59406
     0.04652   -0.57257
     0.04067   -0.54203
     0.03544   -0.50038
     0.03077   -0.44871
     0.02657   -0.38845
     0.02281   -0.31678
     0.01944   -0.23373
     0.01642   -0.14118
     0.01373   -0.03931
     0.01134    0.07096
     0.00922    0.18840
     0.00735    0.31140
     0.00569    0.43509
     0.00425    0.55241
     0.00303    0.66084
     0.00202    0.75981
     0.00122    0.84688
     0.00063    0.91877
     0.00023    0.97124
     0.00003    0.99953
     0.00003    0.99953
     0.00023    0.97124
     0.00063    0.91877
     0.00122    0.84688
     0.00202    0.75981
     0.00303    0.66084
     0.00425    0.55241
     0.00569    0.43509
     0.00735    0.31140
     0.00922    0.18840
     0.01134    0.07096
     0.01373   -0.03931
     0.01642   -0.14118
     0.01944   -0.23373
     0.02281   -0.31678
     0.02657   -0.38845
     0.03077   -0.44871
     0.03544   -0.50038
     0.04067   -0.54203
     0.04652   -0.57257
     0.05308   -0.59406
     0.06043   -0.60830
     0.06865   -0.61378
     0.07782   -0.61012
     0.08797   -0.60071
     0.09913   -0.58614
     0.11128   -0.56661
     0.12436   -0.54311
     0.13828   -0.51811
     0.15291   -0.49191
     0.16817   -0.46490
     0.18395   -0.43811
     0.20017   -0.41212
     0.21675   -0.38715
     0.23361   -0.36350
     0.25069   -0.34161
     0.26785   -0.32187
     0.28494   -0.30270
     0.30188   -0.28639
     0.31872   -0.27704
     0.33552   -0.27480
     0.35239   -0.27562
     0.36942   -0.27264
     0.38668   -0.26659
     0.40416   -0.25949
     0.42173   -0.25272
     0.43930   -0.24575
     0.45686   -0.23815
     0.47445   -0.22985
     0.49211   -0.22123
     0.50984   -0.21262
     0.52759   -0.20410
     0.54535   -0.19563
     0.56312   -0.18718
     0.58091   -0.17880
     0.59872   -0.17056
     0.61654   -0.16251
     0.63437   -0.15467
     0.65220   -0.14704
     0.67003   -0.13965
     0.68788   -0.13252
     0.70573   -0.12569
     0.72360   -0.11917
     0.74146   -0.11294
     0.75932   -0.10700
     0.77718   -0.10134
     0.79502   -0.09597
     0.81285   -0.09099
     0.83065   -0.06792
     0.84841   -0.03324
     0.86606   -0.00085
     0.88357    0.02620
     0.90091    0.04876
     0.91805    0.06905
     0.93479    0.08920
     0.95072    0.11054
     0.96541    0.13355
     0.97870    0.15808
     0.99062    0.18453
     1.00000    0.20591
