#      x          Cp  
     1.00000    0.12608
     0.99062    0.11633
     0.97870    0.10306
     0.96541    0.08768
     0.95072    0.07012
     0.93479    0.05060
     0.91805    0.02975
     0.90091    0.00818
     0.88357   -0.01378
     0.86606   -0.03597
     0.84841   -0.05825
     0.83065   -0.08049
     0.81285   -0.10260
     0.79502   -0.12459
     0.77718   -0.14647
     0.75932   -0.16826
     0.74146   -0.18999
     0.72360   -0.21171
     0.70573   -0.23345
     0.68788   -0.25528
     0.67003   -0.27720
     0.65220   -0.29919
     0.63437   -0.32124
     0.61654   -0.34345
     0.59872   -0.36597
     0.58091   -0.38896
     0.56312   -0.41234
     0.54535   -0.43605
     0.52759   -0.46010
     0.50984   -0.48471
     0.49211   -0.51023
     0.47445   -0.53662
     0.45686   -0.56331
     0.43930   -0.58959
     0.42173   -0.61574
     0.40416   -0.64293
     0.38668   -0.67294
     0.36942   -0.70334
     0.35239   -0.72935
     0.33552   -0.74400
     0.31872   -0.75577
     0.30188   -0.77742
     0.28494   -0.82693
     0.26785   -0.88766
     0.25069   -0.94595
     0.23361   -1.01228
     0.21675   -1.08515
     0.20017   -1.16335
     0.18395   -1.24639
     0.16817   -1.33414
     0.15291   -1.42572
     0.13828   -1.52416
     0.12436   -1.66002
     0.11128   -1.94001
     0.09913   -2.48644
     0.08797   -2.66302
     0.07782   -2.69316
     0.06865   -2.72431
     0.06043   -2.76206
     0.05308   -2.81201
     0.04652   -2.87994
     0.04067   -2.96830
     0.03544   -3.07465
     0.03077   -3.19284
     0.02657   -3.31094
     0.02281   -3.41675
     0.01944   -3.50223
     0.01642   -3.56470
     0.01373   -3.59890
     0.01134   -3.60026
     0.00922   -3.56485
     0.00735   -3.49115
     0.00569   -3.38919
     0.00425   -3.28227
     0.00303   -3.17376
     0.00202   -3.04770
     0.00122   -2.89295
     0.00063   -2.69751
     0.00023   -2.44833
     0.00003   -2.12554
     0.00003   -1.70848
     0.00023   -1.24488
     0.00063   -0.80229
     0.00122   -0.40442
     0.00202   -0.06150
     0.00303    0.22482
     0.00425    0.45594
     0.00569    0.63561
     0.00735    0.77203
     0.00922    0.87302
     0.01134    0.94202
     0.01373    0.98375
     0.01642    1.00172
     0.01944    1.00006
     0.02281    0.98223
     0.02657    0.95198
     0.03077    0.91196
     0.03544    0.86496
     0.04067    0.81278
     0.04652    0.75807
     0.05308    0.70189
     0.06043    0.64532
     0.06865    0.59024
     0.07782    0.53843
     0.08797    0.48977
     0.09913    0.44502
     0.11128    0.40523
     0.12436    0.37079
     0.13828    0.34061
     0.15291    0.31487
     0.16817    0.29358
     0.18395    0.27589
     0.20017    0.26115
     0.21675    0.24907
     0.23361    0.23926
     0.25069    0.23087
     0.26785    0.22278
     0.28494    0.21933
     0.30188    0.21542
     0.31872    0.20089
     0.33552    0.17984
     0.35239    0.15923
     0.36942    0.14573
     0.38668    0.13673
     0.40416    0.12939
     0.42173    0.12186
     0.43930    0.11474
     0.45686    0.10866
     0.47445    0.10381
     0.49211    0.09976
     0.50984    0.09602
     0.52759    0.09245
     0.54535    0.08918
     0.56312    0.08633
     0.58091    0.08386
     0.59872    0.08167
     0.61654    0.07964
     0.63437    0.07783
     0.65220    0.07632
     0.67003    0.07517
     0.68788    0.07434
     0.70573    0.07376
     0.72360    0.07339
     0.74146    0.07328
     0.75932    0.07342
     0.77718    0.07385
     0.79502    0.07459
     0.81285    0.07567
     0.83065    0.07715
     0.84841    0.07915
     0.86606    0.08176
     0.88357    0.08501
     0.90091    0.08895
     0.91805    0.09361
     0.93479    0.09903
     0.95072    0.10503
     0.96541    0.11125
     0.97870    0.11720
     0.99062    0.12275
     1.00000    0.12608
