#      x          Cp  
     1.00000    0.13028
     0.99062    0.11841
     0.97870    0.10240
     0.96541    0.08438
     0.95072    0.06437
     0.93479    0.04281
     0.91805    0.02045
     0.90091   -0.00203
     0.88357   -0.02435
     0.86606   -0.04641
     0.84841   -0.06811
     0.83065   -0.08939
     0.81285   -0.11024
     0.79502   -0.13073
     0.77718   -0.15094
     0.75932   -0.17091
     0.74146   -0.19071
     0.72360   -0.21040
     0.70573   -0.23003
     0.68788   -0.24968
     0.67003   -0.26937
     0.65220   -0.28906
     0.63437   -0.30872
     0.61654   -0.32846
     0.59872   -0.34847
     0.58091   -0.36888
     0.56312   -0.38962
     0.54535   -0.41059
     0.52759   -0.43179
     0.50984   -0.45344
     0.49211   -0.47593
     0.47445   -0.49920
     0.45686   -0.52261
     0.43930   -0.54536
     0.42173   -0.56772
     0.40416   -0.59097
     0.38668   -0.61709
     0.36942   -0.64346
     0.35239   -0.66496
     0.33552   -0.67396
     0.31872   -0.67959
     0.30188   -0.69517
     0.28494   -0.73950
     0.26785   -0.79390
     0.25069   -0.84380
     0.23361   -0.90036
     0.21675   -0.96147
     0.20017   -1.02525
     0.18395   -1.09083
     0.16817   -1.16043
     0.15291   -1.24997
     0.13828   -1.42839
     0.12436   -1.83080
     0.11128   -2.03990
     0.09913   -2.06973
     0.08797   -2.10035
     0.07782   -2.13667
     0.06865   -2.18396
     0.06043   -2.24715
     0.05308   -2.32625
     0.04652   -2.41903
     0.04067   -2.51994
     0.03544   -2.61810
     0.03077   -2.70645
     0.02657   -2.78308
     0.02281   -2.84232
     0.01944   -2.88062
     0.01642   -2.89764
     0.01373   -2.88918
     0.01134   -2.85156
     0.00922   -2.78152
     0.00735   -2.67779
     0.00569   -2.54951
     0.00425   -2.41712
     0.00303   -2.28355
     0.00202   -2.13584
     0.00122   -1.96579
     0.00063   -1.76516
     0.00023   -1.52613
     0.00003   -1.23665
     0.00003   -0.88581
     0.00023   -0.51332
     0.00063   -0.16887
     0.00122    0.13164
     0.00202    0.38238
     0.00303    0.58411
     0.00425    0.73923
     0.00569    0.85258
     0.00735    0.93020
     0.00922    0.97831
     0.01134    1.00045
     0.01373    1.00102
     0.01642    0.98361
     0.01944    0.95205
     0.02281    0.90920
     0.02657    0.85868
     0.03077    0.80270
     0.03544    0.74318
     0.04067    0.68191
     0.04652    0.62106
     0.05308    0.56135
     0.06043    0.50326
     0.06865    0.44863
     0.07782    0.39905
     0.08797    0.35378
     0.09913    0.31333
     0.11128    0.27856
     0.12436    0.24959
     0.13828    0.22500
     0.15291    0.20484
     0.16817    0.18903
     0.18395    0.17662
     0.20017    0.16689
     0.21675    0.15956
     0.23361    0.15419
     0.25069    0.14993
     0.26785    0.14565
     0.28494    0.14571
     0.30188    0.14484
     0.31872    0.13292
     0.33552    0.11410
     0.35239    0.09554
     0.36942    0.08418
     0.38668    0.07733
     0.40416    0.07215
     0.42173    0.06676
     0.43930    0.06179
     0.45686    0.05785
     0.47445    0.05513
     0.49211    0.05316
     0.50984    0.05149
     0.52759    0.04997
     0.54535    0.04873
     0.56312    0.04788
     0.58091    0.04739
     0.59872    0.04717
     0.61654    0.04712
     0.63437    0.04728
     0.65220    0.04774
     0.67003    0.04858
     0.68788    0.04974
     0.70573    0.05118
     0.72360    0.05289
     0.74146    0.05490
     0.75932    0.05723
     0.77718    0.05992
     0.79502    0.06303
     0.81285    0.06658
     0.83065    0.07067
     0.84841    0.07538
     0.86606    0.08077
     0.88357    0.08683
     0.90091    0.09347
     0.91805    0.10053
     0.93479    0.10768
     0.95072    0.11433
     0.96541    0.11997
     0.97870    0.12441
     0.99062    0.12784
     1.00000    0.13028
