#      x          Cp  
     1.00000    0.12280
     0.99062    0.11366
     0.97870    0.10119
     0.96541    0.08663
     0.95072    0.06986
     0.93479    0.05108
     0.91805    0.03085
     0.90091    0.00975
     0.88357   -0.01188
     0.86606   -0.03388
     0.84841   -0.05611
     0.83065   -0.07841
     0.81285   -0.10070
     0.79502   -0.12293
     0.77718   -0.14513
     0.75932   -0.16730
     0.74146   -0.18946
     0.72360   -0.21164
     0.70573   -0.23387
     0.68788   -0.25621
     0.67003   -0.27868
     0.65220   -0.30124
     0.63437   -0.32388
     0.61654   -0.34670
     0.59872   -0.36985
     0.58091   -0.39348
     0.56312   -0.41753
     0.54535   -0.44193
     0.52759   -0.46670
     0.50984   -0.49206
     0.49211   -0.51835
     0.47445   -0.54552
     0.45686   -0.57304
     0.43930   -0.60021
     0.42173   -0.62731
     0.40416   -0.65550
     0.38668   -0.68649
     0.36942   -0.71791
     0.35239   -0.74506
     0.33552   -0.76113
     0.31872   -0.77446
     0.30188   -0.79763
     0.28494   -0.84841
     0.26785   -0.91064
     0.25069   -0.97092
     0.23361   -1.03954
     0.21675   -1.11510
     0.20017   -1.19651
     0.18395   -1.28346
     0.16817   -1.37594
     0.15291   -1.47288
     0.13828   -1.57438
     0.12436   -1.69803
     0.11128   -1.91778
     0.09913   -2.38443
     0.08797   -2.81903
     0.07782   -2.85091
     0.06865   -2.88120
     0.06043   -2.91580
     0.05308   -2.96011
     0.04652   -3.02023
     0.04067   -3.10170
     0.03544   -3.20311
     0.03077   -3.32176
     0.02657   -3.44708
     0.02281   -3.56426
     0.01944   -3.66259
     0.01642   -3.73788
     0.01373   -3.78431
     0.01134   -3.79699
     0.00922   -3.77180
     0.00735   -3.70717
     0.00569   -3.61335
     0.00425   -3.51436
     0.00303   -3.41370
     0.00202   -3.29467
     0.00122   -3.14538
     0.00063   -2.95276
     0.00023   -2.70232
     0.00003   -2.37202
     0.00003   -1.93839
     0.00023   -1.45118
     0.00063   -0.98282
     0.00122   -0.55916
     0.00202   -0.19171
     0.00303    0.11723
     0.00425    0.36870
     0.00569    0.56615
     0.00735    0.71833
     0.00922    0.83364
     0.01134    0.91539
     0.01373    0.96845
     0.01642    0.99622
     0.01944    1.00303
     0.02281    0.99238
     0.02657    0.96798
     0.03077    0.93280
     0.03544    0.88958
     0.04067    0.84039
     0.04652    0.78779
     0.05308    0.73306
     0.06043    0.67739
     0.06865    0.62266
     0.07782    0.57071
     0.08797    0.52157
     0.09913    0.47607
     0.11128    0.43532
     0.12436    0.39975
     0.13828    0.36839
     0.15291    0.34143
     0.16817    0.31893
     0.18395    0.30004
     0.20017    0.28415
     0.21675    0.27099
     0.23361    0.26014
     0.25069    0.25079
     0.26785    0.24181
     0.28494    0.23752
     0.30188    0.23289
     0.31872    0.21777
     0.33552    0.19623
     0.35239    0.17516
     0.36942    0.16116
     0.38668    0.15164
     0.40416    0.14379
     0.42173    0.13575
     0.43930    0.12812
     0.45686    0.12152
     0.47445    0.11617
     0.49211    0.11161
     0.50984    0.10737
     0.52759    0.10331
     0.54535    0.09956
     0.56312    0.09622
     0.58091    0.09328
     0.59872    0.09062
     0.61654    0.08812
     0.63437    0.08584
     0.65220    0.08386
     0.67003    0.08223
     0.68788    0.08092
     0.70573    0.07986
     0.72360    0.07901
     0.74146    0.07839
     0.75932    0.07803
     0.77718    0.07792
     0.79502    0.07812
     0.81285    0.07862
     0.83065    0.07950
     0.84841    0.08087
     0.86606    0.08280
     0.88357    0.08536
     0.90091    0.08857
     0.91805    0.09249
     0.93479    0.09718
     0.95072    0.10255
     0.96541    0.10832
     0.97870    0.11405
     0.99062    0.11966
     1.00000    0.12280
