#      x          Cp  
     1.00000    0.08300
     0.99062    0.07074
     0.97870    0.05289
     0.96541    0.03433
     0.95072    0.01497
     0.93479   -0.00461
     0.91805   -0.02384
     0.90091   -0.04236
     0.88357   -0.06013
     0.86606   -0.07723
     0.84841   -0.09368
     0.83065   -0.10951
     0.81285   -0.12481
     0.79502   -0.13971
     0.77718   -0.15434
     0.75932   -0.16873
     0.74146   -0.18295
     0.72360   -0.19706
     0.70573   -0.21110
     0.68788   -0.22516
     0.67003   -0.23920
     0.65220   -0.25318
     0.63437   -0.26701
     0.61654   -0.28081
     0.59872   -0.29477
     0.58091   -0.30904
     0.56312   -0.32347
     0.54535   -0.33792
     0.52759   -0.35233
     0.50984   -0.36695
     0.49211   -0.38218
     0.47445   -0.39793
     0.45686   -0.41343
     0.43930   -0.42767
     0.42173   -0.44088
     0.40416   -0.45443
     0.38668   -0.47054
     0.36942   -0.48620
     0.35239   -0.49568
     0.33552   -0.49022
     0.31872   -0.47998
     0.30188   -0.47865
     0.28494   -0.50400
     0.26785   -0.53473
     0.25069   -0.56818
     0.23361   -0.66402
     0.21675   -0.90538
     0.20017   -0.93304
     0.18395   -0.95618
     0.16817   -0.98105
     0.15291   -1.01011
     0.13828   -1.04573
     0.12436   -1.08949
     0.11128   -1.14136
     0.09913   -1.20099
     0.08797   -1.26489
     0.07782   -1.32920
     0.06865   -1.39116
     0.06043   -1.44644
     0.05308   -1.49371
     0.04652   -1.53367
     0.04067   -1.56405
     0.03544   -1.58178
     0.03077   -1.58701
     0.02657   -1.58099
     0.02281   -1.55901
     0.01944   -1.51936
     0.01642   -1.46305
     0.01373   -1.38791
     0.01134   -1.29246
     0.00922   -1.17545
     0.00735   -1.03666
     0.00569   -0.88306
     0.00425   -0.72832
     0.00303   -0.57484
     0.00202   -0.41661
     0.00122   -0.25145
     0.00063   -0.07796
     0.00023    0.10311
     0.00003    0.29087
     0.00003    0.48181
     0.00023    0.65469
     0.00063    0.79344
     0.00122    0.89480
     0.00202    0.96128
     0.00303    0.99567
     0.00425    1.00255
     0.00569    0.98579
     0.00735    0.94952
     0.00922    0.89741
     0.01134    0.83407
     0.01373    0.76237
     0.01642    0.68569
     0.01944    0.60635
     0.02281    0.52659
     0.02657    0.44888
     0.03077    0.37478
     0.03544    0.30386
     0.04067    0.23776
     0.04652    0.17814
     0.05308    0.12442
     0.06043    0.07590
     0.06865    0.03432
     0.07782    0.00077
     0.08797   -0.02683
     0.09913   -0.04855
     0.11128   -0.06400
     0.12436   -0.07356
     0.13828   -0.07936
     0.15291   -0.08153
     0.16817   -0.08030
     0.18395   -0.07678
     0.20017   -0.07168
     0.21675   -0.06530
     0.23361   -0.05806
     0.25069   -0.05074
     0.26785   -0.04435
     0.28494   -0.03502
     0.30188   -0.02786
     0.31872   -0.03173
     0.33552   -0.04308
     0.35239   -0.05495
     0.36942   -0.06006
     0.38668   -0.06086
     0.40416   -0.06013
     0.42173   -0.05962
     0.43930   -0.05869
     0.45686   -0.05678
     0.47445   -0.05374
     0.49211   -0.05003
     0.50984   -0.04606
     0.52759   -0.04193
     0.54535   -0.03752
     0.56312   -0.03274
     0.58091   -0.02759
     0.59872   -0.02213
     0.61654   -0.01642
     0.63437   -0.01039
     0.65220   -0.00396
     0.67003    0.00290
     0.68788    0.01016
     0.70573    0.01774
     0.72360    0.02554
     0.74146    0.03341
     0.75932    0.04112
     0.77718    0.04838
     0.79502    0.05492
     0.81285    0.06065
     0.83065    0.06572
     0.84841    0.07007
     0.86606    0.07359
     0.88357    0.07634
     0.90091    0.07843
     0.91805    0.07997
     0.93479    0.08106
     0.95072    0.08180
     0.96541    0.08227
     0.97870    0.08257
     0.99062    0.08276
     1.00000    0.08300
